Country,date,Air-craft type,registration name/mark,operator,fatilites,location,category
Russia,29-Mar-2016,Antonov An-26RT,09 blue,Russian AF,0,Rostov Airpo...,A2
Congo (former Zaire),30-Oct-2003,Antonov An-28,ER-AJG,"Tepavia Trans, op.for Trans Kasai Air",,near Kamina Airpo...,A1
Denmark,04-Feb-2016,Canadair CRJ-900ER,OY-KFC,"SAS, opb Cimber",0,København-Ka...,O1
USA,02-Aug-1985,Lockheed L-1011 TriStar 1,N726DA,Delta Air Lines,134+ 1,Dallas/Fort ...,A1
Yemen,16-Sep-1964,Scottish Aviation Twin Pioneer CC.1,XM943,RAF,0,Manawa,A1
Germany,22-Dec-1991,Douglas DC-3A,D-CCCC,Classic Wings,28,Heidelberg-H...,A1
Israel,30-Nov-1970,Boeing 707-373C,N790TW,TWA,0+ 2,Tel Aviv-Lod...,A1
United Kingdom,10-Jul-1961,DH-114 Heron 2D,G-AMTS,Metropolitan Air Movements,2,Biggin Hill,A1
Zimbabwe,21-Feb-1975,Douglas C-47B (DC-3),R3707,Rhodesian AF,0,Rushinga For...,A1
USA,17-Mar-1958,Martin 4-0-4,N496A,Eastern Air Lines,0,"Melbourne, F...",A1
Peru,20-Mar-1960,Douglas C-47B (DC-3),OB-PAM-146,Faucett Perú,4,near Chimbote,A1
USA,27-Aug-1931,Sikorsky S.41B,NC41V,Boston-Maine Airways,1,"near Gloucester, MA",A1
Brazil,11-Dec-2004,Embraer EMB-110 Bandeirante,PT-WAK,NHR Táxi-Aéreo,2+ 1,near Uberaba Airp...,A1
Brazil,07-Mar-2010,Learjet 35A,PT-LJK,Líder Táxi Aéreo,0,Manaus-Eduar...,A1
Germany,13-Apr-1945,Douglas C-47A (DC-3),42-92719,USAAF,5,near Holzminden,A1
China,25-Jan-1944,Consolidated C-87,42-107262,USAAF,3,Himalaya Mou...,A1
USA,11-Feb-1984,Boeing 727,,American Airlines,0,New York-Joh...,H2
Bolivia,23-May-1978,Douglas C-118A (DC-6),CP-1338,Transportes Aéreos Bolivar,3,within Beni Department,A1
India,05-Apr-1945,Curtiss C-46A,41-24750,USAAF,,,A1
USA,02-Jul-1994,DC-9-31,N954VJ,USAir,37,Charlotte-Do...,A1
Japan,08-May-1977,Boeing 747,,Northwest Orient Airlines,0,Tokyo-Haneda...,H2
Belize,06-Jan-1962,Curtiss C-46A,HR-TNB,TAN,1,Belize City-...,A1
Nepal,10-May-1973,Douglas DC-8-33,HS-TGU,Thai Airways International,0+ 1,Kathmandu-Tr...,A1
USA,17-Oct-1969,Lockheed P-2H Neptune,140433,US Navy,,"Seattle NAS, WA",A1
Taiwan,09-Jan-1966,Grumman HU-16A Albatross,11021,Republic of China AF,0,Taiwan Strait,C1
USA,12-Jun-2000,Airbus A320-232,N655AW,America West,0,Las Vegas-Mc...,A2
Canada,04-Oct-1957,Douglas C-47A (DC-3),CF-DGJ,Eldorado Aviation,0,near Fort McMurra...,A1
Norway,12-Apr-1990,DHC-6 Twin Otter 300,LN-BNS,Widerøes Flyveselskap,5,near Værøy-Stolpo...,A1
Canada,08-Mar-2022,Cessna 208 Caravan I,C-GIPR,Bamaji Air,0,near Sioux Lookou...,A1
Russia,22-Jan-2014,Antonov An-24RV,RA-46473,Pskovavia,0,Moskva-Domod...,A1
Mexico,07-Jul-1980,Embraer EMB-110P1 Bandeirante,XA-DAK,Instituto Mex. de Seguridad Social,13,near Tepic Airpor...,A1
USA,02-Jun-1929,Fokker F.10A,NC393E,Western Air Express,0,"Wichita, KS",O1
United Kingdom,06-Apr-1964,Vickers 639 Viking 1,G-AHOY,Invicta Int. Airways,0,London-Stans...,A2
Portugal,05-Mar-1973,SE-210 Caravelle 10R,EC-BID,Aviaco,3,near Funchal Airp...,A1
USA,14-May-1975,T-39A Sabreliner,61-0646,USAF,3,King and Que...,A1
Colombia,13-Feb-2003,Cessna 208B Grand Caravan,N1116G,One Leasing,0,near El Para,A1
Canada,03-Nov-1975,Douglas C-47A (DC-3),C-FOOY,Kenting Atlas Aviation,0,near Frobisher Ba...,A1
USA,12-Jun-1980,Swearingen SA226-TC Metro II,N650S,Air Wisconsin,13,"near Valley, NE",A1
Vietnam,15-Apr-1967,Fairchild C-123K Provider,55-4575,USAF,0,Kham Duc Air...,A1
Pakistan,28-May-1973,Fokker F-27 Friendship 200,AP-AUW,PIA,0,Lyallpur,A1
Dominican Republic,22-May-2005,Boeing 767-31KER,C-GLMC,Skyservice Airlines,0,Punta Cana A...,A2
Ecuador,27-Jan-1980,Boeing 720-059B,HK-725,Avianca,0,Quito-Marisc...,A1
Myanmar,19-Aug-1944,Douglas C-47A (DC-3),43-30640,USAAF,7,near Tingkawk Sakan,A1
Japan,12-Jun-1961,Vickers 744 Viscount,G-APKJ,All Nippon,0,Osaka-Itami ...,A1
Australia,04-Sep-2000,Beech 200 Super King Air,VH-SKC,Central Air,8,"near Burketown, QLD",A1
Russia,12-Nov-1954,Lisunov Li-2,CCCP-L4519,"Aeroflot, Northern",6,Sverdlovsk-K...,A1
USA,29-Jul-1944,Douglas C-47A (DC-3),43-15552,USAAF,,Louisville-B...,A1
USA,27-Sep-1977,Beech 100 King Air,N925BD,Delwood Furniture,1,"Auburn, AL",A1
USA,22-Nov-1968,DC-8-62,JA8032,JAL,0,San Fransisc...,A2
Kuwait,18-Feb-1991,DC-9-32CF,KAF320,Kuwait AF,0,Kuwait Inter...,C1
Japan,22-Sep-1945,Curtiss C-46D,44-78455,USAAF,2,near Atsugi NAS (...,A1
Ecuador,17-Jul-1946,Curtiss C-46D,HC-SCA,ANDESA,30,near Cuenca Airpo...,A1
India,10-Apr-1945,Douglas Dakota IV (DC-3),KK109,RAF,,near South Khulna,A1
China,27-Mar-1944,Curtiss C-46A,41-24688,USAAF,4,near Langko,A1
Austria,08-Aug-1970,Avia 14,,CSA,0,Wien-Schwech...,H2
India,08-Dec-1944,Curtiss C-46A,42-3604,USAAF,,near Mohanbari Ai...,A1
Algeria,22-Aug-1949,Douglas C-47A (DC-3),F-BEFK,STAAP,1,near Laghouat,A1
China,16-Jun-1945,Curtiss C-46A,43-47094,USAAF,0,Laohwangping,A1
USA,01-Sep-1953,Douglas C-49K (DC-3),N19941,Regina Cargo Airlines,21,"near Vail, WA",A1
Netherlands,10-May-1940,Junkers Ju-52/3m,,German AF,,Katwijk,A1
Bosnia and Herzegovina,,,,,,,
China,18-May-2004,Ilyushin Il-76TD,4K-AZ27,"Silk Way, op.for Azal Cargo",7,near Urumqi Airpo...,A1
Colombia,11-Jan-1954,Douglas C-47A (DC-3),HK-160,Avianca,21,Manizales,A1
Russia,09-Feb-1964,Antonov An-2,CCCP-55541,"Aeroflot, Far East",3,near Dhzigda Airport,A1
Yemen,12-Jun-1957,Vickers Valetta C.1,VW165,RAF,0,Beihan Airpo...,A1
Canada,13-Jan-1999,Douglas DC-3C,C-GWUG,Kelowna Flightcraft,2,Mayne Island...,A1
Germany,21-Feb-1970,SE-210 Caravelle VI-R,OE-LCU,Austrian Airlines,0,near Frankfurt,C2
USA,09-Jul-1964,Vickers 745D Viscount,N7405,United Airlines,39,near Parrottsvill...,A1
USA,12-Sep-1951,Boeing 377 Stratocruiser,N31230,United Airlines,3,near Redwood City...,A1
Germany,11-Mar-1969,Boeing 707-379C,ET-ACQ,Ethiopian Airlines,0,Frankfurt In...,C2
Cuba,24-Mar-1970,DH-106 Comet 4,LV-AHN,Aerolineas Argentinas,0,"Lima, Cuba",H2
Russia,29-Dec-2012,Tupolev Tu-204-100V,RA-64047,Red Wings Airlines,5,Moskva-Vnuko...,A1
Peru,28-Aug-1976,Canadair CC-106 Yukon (CL-44),OB-R-1104,Aeronaves del Peru,6,near Shanisu River,A1
USA,03-Sep-1946,Douglas C-47B (DC-3),45-1048,USAAF,,"near Big Delta, AK",A1
Vietnam,17-Aug-1967,U-1A Otter (DHC-3),58-1702,US Army,3,within Pleiku province,A1
Chad,21-Mar-1987,Antonov An-26,,Libyan Arab Rep. Air Force,,Wadi Doum,C1
Switzerland,14-Jan-1987,Learjet 35A,HB-VGC,Fidinam Fiduciara,0,Lugano Airpo...,A2
Russia,16-Nov-1981,Tupolev Tu-154B-2,CCCP-85480,"Aeroflot, Krasnoyarsk",99,Noril'sk Air...,A1
Brazil,11-Nov-2012,Cessna 525B CitationJet CJ3,PR-MRG,Tropic Air Táxi Aéreo,0,São Paulo-Co...,A1
Netherlands,17-Feb-1960,Vickers 639 Viking 1,G-AGRW,Overseas Aviation,0,Amsterdam-Sc...,A2
China,08-Feb-1944,Curtiss C-46A,41-24745,USAAF,,,U1
Germany,12-Feb-1948,Douglas C-53-DO (DC-3),OY-DCI,DDL,12,near Ulrichstein,A1
Canada,06-Jan-1943,Consolidated 28-5MC Canso (PBY-5),9737,RCAF,5,"near Gander Lake, NL",A1
USA,18-Nov-1942,Douglas DC-3A-191,NC16064,"United Airlines, op.for USAAF",,Dayton-Wrigh...,A1
Afghanistan,08-Oct-2009,Antonov An-32A,354,Afghan National Army Air Corps,0,Kandahar Air...,A1
South Africa,13-Jun-2010,Swearingen SA226-TC Metro II,ZS-ZOC,West Cape Ferries,0,Lanseria Air...,A1
United Kingdom,27-Oct-1965,Vickers 951 Vanguard,G-APEE,BEA,36,London Airpo...,A1
Germany,16-Sep-1959,Nord 2501D Noratlas,GC+106,German AF,4,Oederquart,A1
France,14-Dec-1945,Douglas C-47A (DC-3),42-93159,USAAF,0,near Villieu,A1
India,07-Mar-1975,HAL-748,VT-DXO,Indian Airlines,0,Rajkot-Civil...,A2
USA,01-Nov-2020,Raytheon Beechjet 400A,N456FL,Georgia Jet,0,Fernandina B...,A1
France,22-Jun-1962,Lockheed 18 Lodestar,F-BKBY,CARTA,0,Creil,A1
Sudan,12-Oct-1948,Douglas C-47 (DC-3),ZS-BWZ,Mercury Aviation,0,near Wadi Halfa,A1
Congo (former Zaire),07-Sep-2001,Boeing 707-323C,TN-AGO,Equaflight,0,Lubumbashi-L...,A1
United Kingdom,10-Nov-2017,DHC-8-402Q Dash 8,G-JEDU,Flybe,0,Belfast Inte...,A2
India,02-Jul-1944,Curtiss C-46A,42-3658,USAAF,,Ledo,A1
Mexico,25-Jun-1993,IAI Arava 201,,Mexican AF,4,within El Venadito ...,A1
USA,06-Jul-1979,Learjet 25B,N40BC,Chapman Commodities,2,Pueblo Memor...,A1
Russia,15-Oct-1960,Antonov An-2T,CCCP-04267,"Aeroflot, Krasnoyarsk",0,near Sharypovo Ai...,A1
USA,27-Apr-2000,DC-8-62F,N990CF,Emery Worldwide,0,"Denver, CO",A2
Russia,13-Dec-1960,Antonov An-2T,CCCP-01245,"Aeroflot, Uralsk",0,Yamburg Airport,A1
Turkey,30-Nov-2007,DC-9-83 (MD-83),TC-AKM,"Atlasjet, lsf World Focus Airlines",57,near Isparta Airp...,A1
Canada,02-Jun-2007,DHC-3T Texas Turbine Otter,C-GZCW,Black Sheep Aviation & Cattle Co.,1,Mayo Airport...,A1
USA,27-Jul-1980,Consolidated P4Y-2G Super Privateer,N2870G,Hawkins & Powers,0,Ramona Airpo...,A1
Canada,12-May-1977,Douglas DC-3 (R4D-1),C-FBKV,"Patricia Air Services, lsf Ontario Central Airlines",1,Pickle Lake ...,A1
Italy,20-Apr-2004,DC-9-82 (MD-82),I-DAWR,Alitalia,0,Trieste-Dei ...,A1
Colombia,11-Jun-1989,DHC-6 Twin Otter 300,HK-2486,Aerotaca,6,Vereda el Sa...,A1
Myanmar,14-Mar-1945,Douglas Dakota IV (DC-3),KK126,RAF,,Mawnubyin,A1
Russia,26-Dec-2006,Antonov An-2R,RA-33565,2nd Sverdlovsk Aviation Enterprise,0,"near Gari, Sverdl...",A1
Dominican Republic,21-Sep-1954,Consolidated PBY-5A Catalina,HI-24,Dominican Air Force,0,near Isla Catalina,A1
Guatemala,11-Nov-2019,BAe-125-700A,(N237DX),private,0,Petén,C1
India,31-Mar-1945,Curtiss C-46A,42-61018,USAAF,,Chabua,A1
United Kingdom,14-Aug-1945,Douglas Dakota III (DC-3),KG611,RAF,,East Midland...,A1
USA,23-Dec-2008,Raytheon 390 Premier I,N20NL,CNS Corporation,0,Lewistown-Sh...,A1
Iran,20-Feb-2002,Tupolev Tu-154M,EP-LBX,Kish Air,0,Mashhad Airp...,A1
France,04-Mar-1954,Douglas C-47A (DC-3),42-24096,USAF,20,near Saint-Étienn...,A1
Ukraine,07-Sep-1943,Lisunov Li-2,,Soviet AF,3,near Zenkov,C1
Indonesia,16-Feb-1967,Lockheed L-188C Electra,PK-GLB,Garuda,22,Manado-Sam R...,A1
Canada,05-Mar-1974,Grumman G-73 Mallard,CF-HPA,North Coast Air Services,3,near Prince Ruper...,A1
Russia,31-Dec-1954,Ilyushin Il-14 ?,,Aeroflot,17,Irkutsk Airp...,A1
Lebanon,21-Nov-1959,Douglas DC-4,YA-BAG,Ariana Afghan Airlines,24,near Beirut Inter...,A1
Russia,23-Jul-1998,Antonov An-12,RA-11886,Norilsk Air Enterprise,0,Pushkin,A1
USA,22-Mar-1947,Douglas C-47D,44-77288,USAAF,,Fairfield-Su...,A1
Sweden,24-Feb-1943,Junkers Ju-52/3m,NO+IJ,German AF,0,Lekvattnet n...,A1
USA,18-Aug-2003,Raytheon Beechjet 400A,N51NP,Executive Beechcraft,0,St. Augustin...,A2
United Kingdom,14-Apr-1965,Douglas C-47B (DC-3),G-ANTB,BUA,26,near Jersey-State...,A1
Panama,28-Sep-1979,Lockheed C-130H Hercules,CP-1375,TAB,4,near Panama City-...,A1
Russia,11-Feb-1982,Let L-410M,CCCP-67237,"Aeroflot, Yakutsk",0,Batagay Airport,O1
United Kingdom,28-Jan-1972,Vickers VC10-1100,G-ARTA,British Caledonian Airways,0,London-Gatwi...,A1
United Kingdom,07-Jun-1944,Douglas C-47A (DC-3),43-15048,USAAF,6,near Oxford,A1
Algeria,30-Dec-1944,Lockheed C-60A Lodestar,FC-BAD,Lignes Aériennes Militaires - LAM,12,near Algiers,A1
USA,28-Jan-1995,Boeing 747-238B,N706CK,Kalitta American International Airways,0,Detroit-Will...,A2
Romania,25-Jan-1982,Antonov An-24RV,YR-BMD,Tarom,7,Constanta Ai...,A1
Russia,15-Dec-1958,Ilyushin Il-12,CCCP-L1467,"Aeroflot, Uralsk",0,Cherepovets ...,A1
Russia,11-Jul-1942,Lisunov PS-84,CCCP-L3981,Aeroflot,0,Novokhopersk...,C1
Austria,23-Jun-1944,Junkers Ju-52/3mg11,A2+AA,German AF,7,"Rettenegg, S...",A1
Hungary,06-Aug-1977,Let L-410AF,HA-YFA,Air Service Hungary,1,Lake Balaton,A1
Germany,29-Jun-2009,BN-2B-26 Islander,D-ILFC,LFH Luftverkehr,0,Wangerooge A...,A2
Mauritania,27-Sep-2013,Boeing 747-428(M),9M-ACM,"Nasair, lsf Eaglexpress",0,Nouakchott-O...,A2
Algeria,14-Mar-2008,Boeing 737-8D6,7T-VKA,Air Algérie,0,Sétif-Ain Ar...,A2
Eritrea,24-Mar-1996,unknown,,Sudan Airways,0,Asmara Inter...,H2
Mauritania,26-May-1952,Handley Page HP.81 Hermes IV,G-ALDN,BOAC,1,near Atar,A1
Cuba,??-???-1923,Aeromarine 75,,Aeromarine Airways,0,Havana harbour,O1
Canada,14-May-1983,DHC-6 Twin Otter 100,C-FVTL,Simpson Air,0,Calgary Inte...,O1
United Kingdom,17-Apr-1946,Douglas Dakota III (DC-3),KG594,RAF,0,near Wymeswold,A1
Myanmar,19-Mar-1945,Curtiss C-46A,41-24746,USAAF,,near Shingbwiyang,A1
Argentina,07-Apr-1967,Lockheed 18 Lodestar,N66549,Private,0,"near La Para, CD",A1
China,12-Jun-1945,Douglas C-47A (DC-3),43-15834,USAAF,,Yanglin Field,A1
USA,12-Dec-1985,Learjet 35A,N723GL,General Telephone,2,College Stat...,A1
USA,19-Mar-1966,Learjet 23,N316M,Mutual Benefit Health & Accident,0,Lake Michiga...,A1
USA,15-Dec-1973,Lockheed L-1049H Super Constellatio,N6917C,Aircraft Pool Leasing Corp.,3+ 6,near Miami Intern...,A1
Belgium,18-Apr-2001,Ilyushin Il-76MD,UR-78821,Dart,0,Oostende Air...,A1
Colombia,18-Feb-2009,Basler Turbo 67 (DC-3T),FAC-1670,Colombian AF,5,near Palanquero-G...,A1
Cuba,03-Feb-1983,Antonov An-26,14-28,Cuban AF,,Playa Baraco...,A1
Greece,24-Mar-1999,Airbus A300C4-620,A6-PFD,UAE Government,0,Rhodes-Diago...,A1
Indonesia,21-Nov-1944,Douglas C-47A (DC-3),42-92031,USAAF,,Hollandia Ai...,A1
India,09-Jul-1994,Beech 200 Super King Air,VT-EUJ,Punjab Government (India),11,near Sunder Nagar...,A1
Russia,23-Aug-1963,Antonov An-2V,CCCP-35359,"Aeroflot, Uralsk",0,between Tazo...,A1
USA,15-Jul-1997,Learjet 35A,N19LH,Orion Aircraft Sales,0,Avon Park Mu...,A1
Netherlands,10-May-1940,Junkers Ju-52/3m,,German AF,,near Rotterdam,A1
Germany,24-Apr-1945,Douglas C-47A (DC-3),43-15350,USAAF,,Bayreuth Adv...,A1
United Kingdom,23-Nov-1995,Airbus A340-312,A4O-LB,Gulf Air,0,London-Heath...,A2
Italy,14-Oct-1960,DH-114 Heron 2,I-AOMU,Itavia,11,Mt Capanne,A1
Slovakia,18-Jan-1956,Douglas C-47A (DC-3),OK-WDZ,CSA,22,near Toryska,A1
Russia,17-Apr-1950,Douglas TS-62 (DC-3),CCCP-L862,"Aeroflot, East Siberia",10,near Vitim,A1
USA,05-Oct-1949,Douglas C-47D (DC-3),43-16386,USAF,9,Mount Mitche...,A1
Ireland,19-Sep-1961,Douglas DC-4,G-ARJY,Starways,0,Dublin Airpo...,A1
China,28-Sep-1945,Curtiss C-46D,42-101183,USAAF,20,near Chihkiang,A1
Nepal,27-Feb-1970,DHC-6 Twin Otter 100,9N-RF9,Nepalese Royal Flight,1,Jomsom Airpo...,A1
Russia,15-Sep-1955,Ilyushin Il-12P,CCCP-L1359,"Aeroflot, West Siberia",7,"near Komarovo, Ka...",A1
Finland,23-Oct-1944,Junkers Ju-52/3m,7U+GK,German AF,0,Väylä,C1
USA,13-Feb-1991,Learjet 35A,N535PC,Richmor Aviation,3,near Aspen Airpor...,A1
United Kingdom,12-May-1943,Short Sunderland III,W6075,RAF,0,"Lough Neagh,...",A1
Italy,31-Oct-1969,Boeing 707,,TWA,0,Rome,H2
Afghanistan,24-Jun-1988,Antonov An-26,29,Soviet AF,5,Kabul Airpor...,C1
Brazil,05-Jul-2007,Embraer EMB-110 Bandeirante,PT-WAW,NHR Táxi-Aéreo,0,Rio de Janei...,A2
Western Sahara,,,,,,,
USA,07-Sep-1951,Douglas C-47A (DC-3),43-48134,USAF,3,near Fairbanks-Ei...,A1
Poland,19-Dec-1993,Antonov An-2R,LY-ADO,Air Lithuania,,Suwalki,A1
Bahamas,01-Jul-1983,Douglas C-47 (DC-3),,Unknown,2,Berry Island,A1
USA,23-Oct-1942,Douglas DC-3-178,NC16017,American Airlines,12,near Palm Springs...,A1
Thailand,21-Jan-1992,Douglas VC-47A (DC-3),L2-41/18/210,Thai AF,0,Bangkok Inte...,A1
Iran,13-Nov-2000,Yakovlev Yak-40K,EP-EAM,Aria Air Tour,0,Bandar Abbas,H2
France,09-Sep-1969,SE-210 Caravelle III,F-BHRY,Air France,0,Marseille-Ma...,A2
Russia,30-Apr-1972,Antonov An-10,CCCP-11159,"Aeroflot, Ukraine",0,Moskva-Vnuko...,A1
Mexico,29-Jun-1976,Learjet 24D,XB-JOY,Construcciones Protexa,4,near Mexico City,A1
Germany,14-Sep-2009,Fokker 100,D-AFKE,Contact Air,0,Stuttgart-Ec...,A2
Cambodia,??-???-1975,BN-2A-6 Islander,XU-BAE,Khmer Airlines,,Phnom Penh-P...,C1
Uzbekistan,30-Oct-1976,Ilyushin Il-18V,CCCP-75575,"Aeroflot, Uzbekistan",0,Tashkent Air...,A1
India,01-Jan-1963,Fairchild C-119 Flying Boxcar,,Indian AF,2,Banhilal,A1
Venezuela,13-Jul-2003,Let L-410UVP-E,YV-1060CP,Ruiban and Duran,4,near San Cristobal,A1
Canada,27-Nov-2008,BAe 3112 Jetstream 31,C-FNAY,Northwestern Air,0,Fort Smith A...,A1
Mexico,21-Jan-2010,Embraer EMB-145LU (ERJ-145LU),XA-WAC,Aeroméxico Connect,0,Tijuana-Rodr...,A2
USA,09-Apr-1955,Martin P5M-1 Marlin,130265,US Navy,4,Norfolk NAS ...,A1
USA,30-Dec-1995,Cessna 560 Citation V,N991PC,Iowa Packing Company,2,near Eagle River ...,A1
Indonesia,30-Jan-2008,DHC-6 Twin Otter,,Aviastar Mandiri,0+ 1,Sugapa Airpo...,A2
Japan,11-Mar-2011,Cessna 208 Caravan I,JA889B,Tokyo Century Lease,0,Sendai Airpo...,O1
Turkey,03-Aug-1953,Lockheed L-749A Constellation,F-BAZS,Air France,4,near Fethiye,A1
Russia,26-Jun-1943,Lisunov PS-84,,Soviet AF,5,"near Olsufyevo, O...",C1
Brazil,15-Apr-1944,Douglas Dakota III (DC-3),KG508,RAF,3,"near Açu, RN",A1
Norway,22-Apr-1942,Junkers Ju-52/3mg4e,P4+HH,German AF,18,"Breitind, Re...",A1
Mexico,26-May-2020,Beech 200 Super King Air,,private,0,"near Morocoy, Qui...",C1
Angola,06-Oct-2000,Antonov An-72,TL-ACW,Centrafrican Airlines,0,Luzamba Airp...,A1
Australia,17-Nov-1994,Beech 300LW Super King Air,VH-KDV,Executive Air,0,"near Canobie, QLD",A2
USA,03-Mar-2019,Honda HA-420 HondaJet,N105HJ,Banyan Jet Service,0,Eufaula-Weed...,O1
Russia,30-Oct-1992,Antonov An-8,CCCP-69346,"MAP Novosibirsk, op.for Yuri Petrov's Airlines",13,near Chita Airpor...,A1
USA,18-May-1966,Lockheed P-2H Neptune,147953,US Navy,0,near San Diego-No...,A1
Indonesia,??-NOV-1982,Douglas DC-3C,PK-OBJ,Airfast Indonesia,,Pontianak,U1
USA,04-Sep-1944,Douglas C-47 (DC-3),41-7860,USAAF,,Saint Joseph...,A1
Malta,08-Oct-1952,Lockheed P2V-5 Neptune,127724,US Navy,,Malta-Luqa A...,A1
Russia,23-Apr-1948,Lisunov Li-2T,CCCP-L4437,"Aeroflot, Far East",1,Khabarovsk A...,A1
United Kingdom,23-Aug-1942,Douglas C-47 (DC-3),41-7803,USAAF,12,Moel-y-Gaer ...,A1
Brazil,14-Jul-1948,Douglas C-47A (DC-3),PP-AVO,Aerovias Brasil,5,"Belém, PA",A1
India,09-Aug-1943,Consolidated C-87,42-107259,USAAF,5,"near Donli, Aruna...",A1
Netherlands,14-Sep-1986,BN-2A Trislander Mk.III-2,G-BDTP,Kondair,1,near Amsterdam-Sc...,A1
Kenya,06-Aug-2007,Beech B200 Super King Air,5Y-HHM,Blue Bird Aviation,0,Garissa Airp...,A1
USA,18-Jan-2003,Embraer EMB-135LR (ERJ-135LR),N714BZ,American Eagle Airlines,0,Columbus-Por...,O1
Russia,07-Jun-1992,Tupolev Tu-154,,Aeroflot,1,Moscow-Vnuko...,H2
Italy,02-May-1947,Fiat G.12CA,MM60896,Italian AF,2+ 2,Torino-Miraf...,A1
USA,15-Dec-1993,Mitusbishi Mu-300 Diamond I,N710MB,Whitham Farm,3,near Goodland-Ren...,A1
Colombia,21-Jan-1972,Douglas C-47 (DC-3),FAC-661,SATENA,39,near Betania,A1
USA,11-Aug-1951,Curtiss C-46F,N3908B,"All American Airways, lsf USAF",0,Newark Inter...,A1
Russia,14-Nov-1952,Lisunov Li-2,CCCP-X1011,Soviet Ministry of Internal Affairs,0,Nizhniye Kre...,A1
Germany,21-Apr-1945,Douglas Dakota III (DC-3),KG326,RAF,,near Dessau,A1
Italy,05-May-1972,Douglas DC-8-43,I-DIWB,Alitalia,115,near Palermo,A1
Australia,16-Sep-1995,Fairchild SA227-AC Metro III,VH-NEJ,Tamair,2,near Tamworth Air...,A1
Argentina,09-Aug-1996,DHC-6 Twin Otter 200,LV-LNY,TAPSA,0,Auca Mahuida...,A1
Ghana,02-Jun-2012,Boeing 727-221F,5N-BJN,Allied Air,0+ 10,Accra-Kotoka...,A1
Canada,02-Nov-2001,Cessna 208B Grand Caravan,C-GGUH,Stage Air,0,Genève-Coint...,A2
Norway,01-Aug-1942,Junkers Ju-52/3mg4e,7U+LK,German AF,0,"Langfjorden,...",A1
Vietnam,27-Jul-1974,Fairchild C-123K Provider,ST-4,Air America,5,near Moc Hoa,C1
Russia,13-Oct-1977,Yakovlev Yak-40K,CCCP-87948,"Aeroflot, North Kavkaz",2,near Rostov Airpo...,A2
Colombia,29-Jul-1972,Douglas DC-3A,HK-107,Avianca,21,near Las Palomas,A1
USA,13-Dec-1951,Lockheed P2V-5 Neptune,124884,US Navy,,Whidbey Isla...,A1
Russia,17-Jul-2015,Antonov An-12BK,RF-94291,Russian AF,0,Chelyabinsk ...,A2
Azerbaijan,27-Mar-1992,Yakovlev Yak-40,,Aeroflot,0,Stepanakert,C2
Germany,02-Feb-1945,Douglas C-47B (DC-3),43-48771,USAAF,,"near Schweich, Trier",A1
USA,12-Jun-1968,Boeing 727-22,N7086U,United Airlines,0,"near Denver, CO",A2
USA,27-Oct-1945,Douglas C-47B (DC-3),44-76230,USAAF,6,"near Pennville, IN",A1
Cuba,25-Mar-1969,DC-8,,Delta Air Lines,0,,H2
Canada,09-Jul-2018,DHC-3T Texas Turbine Otter,C-GBQC,Ookpik Aviation,0,"Parker Lake, NU",A2
Russia,25-Jul-1971,Tupolev Tu-104B,CCCP-42405,"Aeroflot, West Siberia",97,Irkutsk Airp...,A1
Poland,06-Jun-1979,Antonov An-2R,SP-WWG,ZUA,,Dybowo-Olecko,A1
Guatemala,20-May-2021,IAI 1125 Astra,N388WA,private,0,Parque Lagun...,A2
Russia,??-???-1942,Consolidated 28-2 Catalina,,Soviet Navy,,,A1
USA,08-May-1943,Douglas C-47A (DC-3),42-92024,USAAF,,near Oklahoma Cit...,A1
USA,29-Dec-1992,Antonov An-26,CU-T110,Aerocaribbean,0,Miami Intern...,H2
Afghanistan,??-OCT-2001,Boeing 727-155C,YA-FAW,Ariana Afghan Airlines,0,Kabul Airpor...,O1
Colombia,23-Nov-1965,Curtiss C-46R,N1210W,Associated Aviation Ind.,5,near Urrao,A1
USA,25-Dec-1965,Douglas DC-8-33,JA8006,JAL,0,near San Fransisc...,A2
Italy,03-Nov-2000,Cessna 650 Citation III,I-CIST,Locazione Finanziare,0,Roma-Ciampin...,O1
India,13-Dec-1944,Curtiss C-46A,43-47005,USAAF,,Sookerating ...,A1
Philippines,21-Feb-1964,Douglas C-47B (DC-3),PI-C97,Philippine Air Lines,31,near Marawi,A1
USA,10-Dec-1946,Curtiss R5C-1 (C-46A),39528,USMC,32,Mount Rainie...,A1
Cambodia,04-May-1973,Douglas DC-3,,Air Cambodge,3,Kampot Airpo...,C1
Ethiopia,15-Jul-1960,Douglas C-47A (DC-3),ET-T-18,Ethiopian Air Lines,1,near Jimma,A1
Canada,11-Dec-2015,Cessna 208B Grand Caravan,C-FKDL,Wasaya Airways,1,near Pickle Lake ...,A1
Hong Kong,21-Apr-1946,Short Sunderland GR.5,PP132,RAF,0,Hong Kong-Ka...,A1
USA,01-Sep-1955,Douglas VC-47D (DC-3),45-893,USAF,12,"near Skwentna, AK",A1
Tajikistan,18-Dec-1966,Antonov An-2R,CCCP-46601,"Aeroflot, Tajikistan",2,near Zafarabad,A1
USA,28-Apr-1977,Hawker Siddeley HS-125-600A,N40PC,Southern Company Services,4,"McLean, VA",A1
Mexico,24-Jun-1983,DC-9-32,XA-JEB,Aeroméxico,0,Mérida-Rejon...,H2
USA,05-Dec-1981,Boeing 707,,TWA,0,"Cleveland, OH",H2
